,model,ablation,predicted,fold,fold_id,type,subject,joint,polDegree,FNO_batch,FNO_nbMod,FNO_nbHC,FNO_maxIt,fitTime,posRMSE,velRMSE,posAAE,velAAE,tauRMSE,tauAAE,pErrMax,vErrMax,pErrStd,vErrStd,tauErrMax,tauErrStd
13760,MVPR,Fx,posvel,3-fold,fold3,eval,S13_c,shoulder,3,,,,,594.2213127613068,0.4211218046828302,0.0062866494040647,0.3298014350098543,0.0048604795951783,2.375663441999149,1.852878361883977,3.145013733196291,0.0501103718360343,0.4054024822544061,0.0062547833365747,15.09674788953838,2.302706582286229
13761,MVPR,Fx,posvel,3-fold,fold3,eval,S13_c,elbow,3,,,,,594.2213127613068,0.4025318092068183,0.0061189217587065,0.3147806095623035,0.0047962690335122,0.9593648028542406,0.7351259388182626,2.334880778225653,0.0340699040190948,0.3935934339577057,0.0061187253679563,2.751804856558335,0.8744734360212988
13762,MVPR,Fx,posvel,3-fold,fold3,eval,S2_c,shoulder,3,,,,,594.2213127613068,0.3581979518343852,0.004628168665924,0.3036723281434139,0.0036162634768314,2.063705747287896,1.6381634181417222,1.011015101787469,0.0181712209212925,0.3373580204742278,0.0046082908519841,6.5667818933428,2.0617299616177807
13763,MVPR,Fx,posvel,3-fold,fold3,eval,S2_c,elbow,3,,,,,594.2213127613068,0.4207461129055539,0.0051667742410479,0.3490629382582249,0.0040534874463936,0.9834586363787382,0.8108369406796704,1.2173218101435124,0.020602554465197,0.3295908628349117,0.0051398272318769,3.368547076409713,0.952183621417033
13764,MVPR,Fx,posvel,3-fold,fold3,eval,S4_c,shoulder,3,,,,,594.2213127613068,0.4418805077793918,0.0061811738262868,0.3514776412532605,0.004915319071479,2.484859406749426,1.928842205663716,1.4566850665630335,0.0212696171527281,0.4241200163205631,0.0059597365931034,8.225300074708352,2.412781659342897
13765,MVPR,Fx,posvel,3-fold,fold3,eval,S4_c,elbow,3,,,,,594.2213127613068,0.4801295132122905,0.0085374396245732,0.3879714951683398,0.0067169075877328,0.9115618037175782,0.7136086536667606,1.443544230363046,0.0373435164518206,0.445515052498353,0.008532576327001,3.137742062974484,0.8916487505998719
13766,MVPR,Fx,posvel,3-fold,fold3,eval,S6_c,shoulder,3,,,,,594.2213127613068,0.524482952923731,0.0063277039592452,0.3591932393202004,0.0049887243087523,3.155056352462512,2.3984580777914024,9.3494907171939,0.0636347337774044,0.5242621843580355,0.0060973871143642,16.918619017739474,3.1020892349699305
13767,MVPR,Fx,posvel,3-fold,fold3,eval,S6_c,elbow,3,,,,,594.2213127613068,0.4087574310693991,0.0056716391809661,0.3080959954607177,0.0039620963391295,0.9394273906188118,0.7675192674318818,6.549941177167573,0.1482510788280074,0.3719372551210779,0.0055105337584468,5.129025031544949,0.8708337366281469
13768,MVPR,Fx,posvel,3-fold,fold3,eval,S8_c,shoulder,3,,,,,594.2213127613068,0.4374296887568482,0.0064946231446258,0.3712614128036375,0.0052792372259927,2.9268304656052804,2.3970992445878707,1.1990890923735995,0.0249797585012977,0.4184338179990106,0.0064872361561604,8.768022733597153,2.9242308042302603
13769,MVPR,Fx,posvel,3-fold,fold3,eval,S8_c,elbow,3,,,,,594.2213127613068,0.3964987698360974,0.0060978402145091,0.3209127798339051,0.0048842487341748,0.94131847551457,0.773996387386944,1.1537209456713904,0.0256175111484409,0.3349794346139655,0.0060685510084633,3.655958132488273,0.9361345964473587
13770,MVPR,None,pos,2-fold,fold1,train,S01_a,shoulder,3,,,,,1176.865692615509,0.0647767594244669,0.5354009980726595,0.0493173996589641,0.3873054760097238,2.6486931431637344,1.9383763586615264,0.3472957194892424,2.514831231738876,0.06472018580167,0.5354009406656745,11.73669171024265,2.6486918847789616
13771,MVPR,None,pos,2-fold,fold1,train,S01_a,elbow,3,,,,,1176.865692615509,0.0810219487956191,0.7078027221700519,0.0609587751587547,0.5073586744382212,0.8141471436157934,0.6226310692177093,0.3670683236233383,3.642551239326264,0.0806864957201846,0.7078027137685875,4.399498367567089,0.8128967183815826
13772,MVPR,None,pos,2-fold,fold1,train,S02_a,shoulder,3,,,,,1176.865692615509,0.1021291764647902,0.6756369158459553,0.0813698662716887,0.4976327287433046,2.7300348751778527,1.9665548474037229,0.6437829174538864,5.263227789741159,0.0978866067649291,0.6756365091718745,23.467284632425727,2.7284389043664667
13773,MVPR,None,pos,2-fold,fold1,train,S02_a,elbow,3,,,,,1176.865692615509,0.0878602043029287,0.5377786860489528,0.07105123048973,0.4104627110177956,0.6549251391208127,0.4563903777626037,0.3979910595241325,3.582524128332887,0.0876442439640959,0.5377786751949017,6.666067466935336,0.6542968374427255
13774,MVPR,None,pos,2-fold,fold1,train,S04_a,shoulder,3,,,,,1176.865692615509,0.0800146607200894,0.622146960097854,0.062875308260806,0.4497783954271125,4.015035288071712,2.8947392462226595,0.4535081701172426,4.398667360873597,0.0765588457685915,0.62214598719944,30.136529726832613,4.004287895029084
13775,MVPR,None,pos,2-fold,fold1,train,S04_a,elbow,3,,,,,1176.865692615509,0.1100691181376727,0.7986987303570618,0.0853122126374831,0.5796215064813579,1.102576677584637,0.8003607403505827,0.4718219100326953,5.166711609062702,0.0986970014649734,0.7986986293683844,8.561546668120139,1.0904443765011866
13776,MVPR,None,pos,2-fold,fold1,train,S09_a,shoulder,3,,,,,1176.865692615509,0.0828067810100079,0.6436980380297391,0.0636978328394712,0.4687795161401038,3.5165808232646825,2.5757195838030382,0.6079729302298551,3.9881713837695374,0.0827041933141939,0.6436977850709156,18.446105620726783,3.5155629084275617
13777,MVPR,None,pos,2-fold,fold1,train,S09_a,elbow,3,,,,,1176.865692615509,0.0951328328432525,0.678342728614924,0.0750354942584038,0.4993821364592401,0.863906033509337,0.5907573882983067,0.4866473120787447,5.5760029968777935,0.0939990656798727,0.6783426288320108,10.62714045606464,0.853599773528857
13778,MVPR,None,pos,2-fold,fold1,train,S10_c,shoulder,3,,,,,1176.865692615509,0.3826757770689803,0.8781587490838112,0.3084108122237384,0.6412040777162714,3.683072093957149,2.688202096641711,1.033088580960738,8.012981180325074,0.3825397344676509,0.8781555895218697,33.86352145037915,3.672763366758117
13779,MVPR,None,pos,2-fold,fold1,train,S10_c,elbow,3,,,,,1176.865692615509,0.3473872442478013,0.7919464319256336,0.2873857314632923,0.5485654175475022,0.9648228385106954,0.671302381067844,1.1107265136533988,13.632251051545264,0.3473867459048327,0.791944161916476,14.330939936296192,0.962336837342104
13780,MVPR,None,pos,2-fold,fold1,train,S11_c,shoulder,3,,,,,1176.865692615509,0.3646208665855299,0.9017987062783628,0.2994184359658937,0.6687867348740382,2.911114414449297,2.1098815239152224,1.087074147954315,10.392565481135495,0.3646087206166036,0.9017982639318162,34.51482861610825,2.90731120055937
13781,MVPR,None,pos,2-fold,fold1,train,S11_c,elbow,3,,,,,1176.865692615509,0.2730570655477461,0.7393122887137882,0.2185850485725209,0.5475274240880361,0.8041606586080741,0.5544804763175325,0.8724225554571463,5.922753760143684,0.2728347187063514,0.7393121896007072,13.905410828001166,0.8009857085974466
13782,MVPR,None,pos,2-fold,fold1,train,S12_c,shoulder,3,,,,,1176.865692615509,0.3615984530042967,0.7015468680614598,0.2943419206000428,0.5413633149653091,3.292179113373227,2.47646483664602,1.15185970721818,7.057170005591407,0.3615038025230666,0.7015460530994199,36.960175408661534,3.273545285724282
13783,MVPR,None,pos,2-fold,fold1,train,S12_c,elbow,3,,,,,1176.865692615509,0.3404008580264201,0.710132609270069,0.2761562977817433,0.5450857545844202,0.8978344508741049,0.6652489275869753,1.0074992859466405,6.1941227967157175,0.3395837352399123,0.7101325718850628,8.851519000956344,0.8959471302421226
13784,MVPR,None,pos,2-fold,fold1,train,S14_a,shoulder,3,,,,,1176.865692615509,0.0724645514059671,0.5775429876102541,0.0570804584227269,0.432342179754525,1.6255619507487529,1.2446331291315664,0.2966588028862998,3.366008082758903,0.0723905313710028,0.5775427529723421,7.48273618503328,1.625460541036615
13785,MVPR,None,pos,2-fold,fold1,train,S14_a,elbow,3,,,,,1176.865692615509,0.113905863455107,0.9160601560103558,0.0886874831792929,0.6961985030739287,0.4989628445546854,0.3863829340265679,0.7323851531859837,4.96410631541846,0.1137283305075036,0.9160599665865624,2.791285150948428,0.4987240891206443
13786,MVPR,None,pos,2-fold,fold1,train,S1_c,shoulder,3,,,,,1176.865692615509,0.3274586907187957,0.6921170335153816,0.2678403282495351,0.5215323282458059,3.57863092720926,2.654344649442209,1.0866715979911374,6.611376662425061,0.3274586376930589,0.692114578831917,29.532926865985555,3.5672508651615984
13787,MVPR,None,pos,2-fold,fold1,train,S1_c,elbow,3,,,,,1176.865692615509,0.2780513628904918,0.6951579726051704,0.2207595557726645,0.5260135077889544,0.8913521889529977,0.6889551386477322,0.9508900315020552,6.499344172868393,0.2780129903738939,0.6951567565267589,7.13660238867951,0.8868196372804027
13788,MVPR,None,pos,2-fold,fold1,train,S3_c,shoulder,3,,,,,1176.865692615509,0.3580760594067102,0.7461814822065623,0.2926133453950656,0.5688531532851623,3.119186656501909,2.3241648798447825,1.0397325361602734,9.374898101894026,0.3580711372812593,0.74618141394466,37.62687044102112,3.1133198866139646
13789,MVPR,None,pos,2-fold,fold1,train,S3_c,elbow,3,,,,,1176.865692615509,0.2853332717785685,0.5960585537554022,0.2299648458632062,0.453924071900292,0.981002418104726,0.7342324234954408,0.8916603413837173,5.904816496588938,0.283456227301222,0.5960571006004354,13.86533821613086,0.9659153562400342
13790,MVPR,None,pos,2-fold,fold1,train,S5_c,shoulder,3,,,,,1176.865692615509,0.3310898353210494,0.6647475636106805,0.2668630020949001,0.5055529931713063,3.662973184206572,2.774660058455646,1.0623567376105016,4.373778588661814,0.3308820570709652,0.664747161895859,25.664947374297476,3.6458765253736822
13791,MVPR,None,pos,2-fold,fold1,train,S5_c,elbow,3,,,,,1176.865692615509,0.2904229307735742,0.6582628526890824,0.2395597636691777,0.4808714014875065,1.128206341252712,0.8599409165373146,1.0799060810341197,11.891112027642258,0.2903371884906136,0.6582615395621503,12.120915657708116,1.1241365757293174
13792,MVPR,None,pos,2-fold,fold1,train,S6_c,shoulder,3,,,,,1176.865692615509,0.3178699492114458,0.9886526472915448,0.2623412283756915,0.6924839619976644,4.791227381789224,3.32076471943252,0.9446078979564126,6.854961151932271,0.3178349490657848,0.9886522965126326,36.47953834542031,4.782859908903228
13793,MVPR,None,pos,2-fold,fold1,train,S6_c,elbow,3,,,,,1176.865692615509,0.2201460965292262,0.7427877613964962,0.1754637000111416,0.5158822100289988,1.064048276003271,0.7625367530793978,0.7509451504324042,8.148879132354336,0.219842265356091,0.7427877300233305,10.117744175366571,1.0639255982804232
13794,MVPR,None,pos,2-fold,fold1,train,S8_c,shoulder,3,,,,,1176.865692615509,0.3785868696075968,0.786763354980935,0.316930128866927,0.6121808747821087,3.6009290998349157,2.745874419932656,1.080918175775714,5.694031103784236,0.3785119454383196,0.7867627859977951,30.967687720169373,3.572753596062741
13795,MVPR,None,pos,2-fold,fold1,train,S8_c,elbow,3,,,,,1176.865692615509,0.3045866351118523,0.7034478540749451,0.2517028476896479,0.5261018012440077,1.0887396917527925,0.8185240247187399,0.8402961966889287,8.775892439782407,0.3043991556068208,0.7034407480282585,11.410661592827998,1.0861370953124136
13796,MVPR,None,pos,2-fold,fold1,eval,S03_a,shoulder,3,,,,,1176.865692615509,0.2460069348854675,0.6848058138093377,0.2209044616467649,0.5042108941342731,3.166501802828999,2.3272759441767605,0.6332826930086262,4.945392482442356,0.1103051088460559,0.6848057673109992,21.725211672116743,3.0436210642250274
13797,MVPR,None,pos,2-fold,fold1,eval,S03_a,elbow,3,,,,,1176.865692615509,0.2697306466520323,0.9242580730315618,0.2104461150931794,0.713871912089534,0.8165847708059666,0.6082442949232112,0.7770971605527386,5.650423186398935,0.1759056714094009,0.9242580481805877,5.910680615691907,0.7976533326855245
13798,MVPR,None,pos,2-fold,fold1,eval,S05_a,shoulder,3,,,,,1176.865692615509,0.4466215017432168,0.759271284272555,0.4290110922536277,0.522530455241679,2.331403030882005,1.656390001627305,1.2612465344925528,4.825954966853911,0.1241782933636773,0.7592699223875928,13.356639862734422,2.3251806913634003
13799,MVPR,None,pos,2-fold,fold1,eval,S05_a,elbow,3,,,,,1176.865692615509,0.6494934038963383,0.9469198722910466,0.621575592629306,0.7044344152519002,0.7936657009969139,0.6005168219709484,1.3556785893347127,5.282610590059544,0.1883758592611565,0.946919800998716,6.265165440806506,0.7062889333695309
13800,MVPR,None,pos,2-fold,fold1,eval,S06_a,shoulder,3,,,,,1176.865692615509,0.0992314790365225,0.534473328344389,0.0830692625755222,0.3784870102702247,2.4939841123870843,1.8348420696010928,0.4756322106485074,3.6156532495513702,0.0758361275026976,0.5344729428225958,17.200249127093965,2.491884714462395
13801,MVPR,None,pos,2-fold,fold1,eval,S06_a,elbow,3,,,,,1176.865692615509,0.1324623434674089,0.7716240611087213,0.109472798360902,0.560652263115697,0.7912729657519365,0.5966488186911019,0.5223927402414485,5.249684204391203,0.1014831680006115,0.7716236712625864,4.349177180187458,0.7855645001035916
13802,MVPR,None,pos,2-fold,fold1,eval,S10_a,shoulder,3,,,,,1176.865692615509,0.5998883410886486,0.7338859224731217,0.572551222495054,0.5891890120609937,3.433475962969805,3.1936373798869737,1.0570020750608689,4.644058177320499,0.1790282642308473,0.7338856583773741,15.880888182543377,1.3670202524232895
13803,MVPR,None,pos,2-fold,fold1,eval,S10_a,elbow,3,,,,,1176.865692615509,0.7848342185278601,1.425231296741481,0.7328054585670386,0.9911233119740992,1.580139960106102,1.4031376518990903,1.9589353509683445,7.5884974272316,0.2811503320733668,1.4252312744993976,6.644768488791122,0.816297187324869
13804,MVPR,None,pos,2-fold,fold1,eval,S12_a,shoulder,3,,,,,1176.865692615509,0.1776672848845407,1.111670242832548,0.1422656957488717,0.7795713907429936,7.088530865123108,4.794499137654007,1.1132687091709512,10.37042367342942,0.1736881901026591,1.111668970601808,56.07832512048016,7.081636228785949
13805,MVPR,None,pos,2-fold,fold1,eval,S12_a,elbow,3,,,,,1176.865692615509,0.1647069340834642,0.9078569279685658,0.1377722979282105,0.6216483052071072,2.3638101068192654,1.5783353491962182,0.5262296287869039,6.137907641946705,0.1468023112132533,0.9078567545666066,24.56491934517101,2.344590943761889
13806,MVPR,None,pos,2-fold,fold1,eval,S13_c,shoulder,3,,,,,1176.865692615509,0.4708951649236758,1.2047631767151596,0.3686073142527554,0.8102341815392694,4.416525672964713,3.177144326357636,2.4605096025957285,17.501683611341626,0.4708950019465446,1.2047628114027027,60.761359104809095,4.388072563396709
13807,MVPR,None,pos,2-fold,fold1,eval,S13_c,elbow,3,,,,,1176.865692615509,0.4994694756698367,1.321711863076452,0.3961846293417702,0.9249570348829628,1.9519248980355712,1.3220649591336038,1.9007479314980509,14.910087580901132,0.4618876741507934,1.3217114844407676,49.911068309517816,1.8890937601579525
13808,MVPR,None,pos,2-fold,fold1,eval,S14_c,shoulder,3,,,,,1176.865692615509,0.5940462893093416,1.428467961903174,0.4671883104758024,1.0459144315169808,4.221426593987507,3.1233704101251734,2.0561957699604188,20.639836663462734,0.5734063123228065,1.4284632220432396,45.62387523668053,4.027258002538692
13809,MVPR,None,pos,2-fold,fold1,eval,S14_c,elbow,3,,,,,1176.865692615509,0.6246033123905183,1.581793664681639,0.5180819109725906,1.180181796462458,1.7499722890675906,1.3403571532800214,2.018105768399882,9.7556770747536,0.5016624798720177,1.581792399939194,12.557735457724633,1.4880883314943518
13810,MVPR,None,pos,2-fold,fold1,eval,S15_c,shoulder,3,,,,,1176.865692615509,0.4262702383185113,1.1967768607666502,0.3488481882004814,0.7802833128543114,5.58413946259897,3.719573904354512,1.538768557222988,18.430483409649725,0.4195235628631867,1.1967763482452325,79.44939668902573,5.5329519241802325
13811,MVPR,None,pos,2-fold,fold1,eval,S15_c,elbow,3,,,,,1176.865692615509,0.3720809017681514,0.959409376589215,0.300824222043965,0.6576199486092357,1.5256588616597084,0.9625949079130208,1.4880877954551897,8.050782460369032,0.3708477015182236,0.9594083069813631,27.03030954598011,1.520261098460632
13812,MVPR,None,pos,2-fold,fold1,eval,S16_c,shoulder,3,,,,,1176.865692615509,0.3761834544528535,1.0417817447309057,0.2981529304299447,0.6858996785134908,5.056009201299548,3.64983414053698,2.08526769271064,9.252734228136497,0.3727310700928726,1.0417783447083364,68.7703357861503,5.052087209096793
13813,MVPR,None,pos,2-fold,fold1,eval,S16_c,elbow,3,,,,,1176.865692615509,0.3618650415337627,0.836264256371586,0.2966547518857149,0.5911931123073948,1.7176304325938825,1.223284872491207,1.318112297584433,7.424456473901109,0.3513182162635699,0.8362612811599336,26.235158131753877,1.7130711635634928
13814,MVPR,None,pos,2-fold,fold1,eval,S17_c,shoulder,3,,,,,1176.865692615509,0.5917869300077204,2.1881317131925706,0.4169713543662189,1.1704675004275242,11.971930511572854,5.465971382803244,5.578245453031201,46.5327423786128,0.5638181379370364,2.1881313046516566,343.4442483681745,11.942855791078932
13815,MVPR,None,pos,2-fold,fold1,eval,S17_c,elbow,3,,,,,1176.865692615509,0.4429795548245344,1.627538561243916,0.3180164085473234,0.894304954863366,6.866799756861592,1.909752291747251,5.271451201886082,35.54943760527951,0.4344639645667911,1.6275374614211386,418.8255800275773,6.847361223235038
13816,MVPR,None,pos,2-fold,fold1,eval,S2_c,shoulder,3,,,,,1176.865692615509,0.3841675748069609,0.7654913282430381,0.3114327289221008,0.5568636283206113,2.9494472590087013,2.1678202818661143,1.3195656982217647,7.837668362670393,0.3824083912342768,0.7654912507906814,26.12717996622868,2.949122018085304
13817,MVPR,None,pos,2-fold,fold1,eval,S2_c,elbow,3,,,,,1176.865692615509,0.3163359877679331,0.655996115274643,0.2591090027813486,0.4849918448279595,1.12799090718345,0.8626472833159441,1.1318433621654544,9.085070778642756,0.3154382816043952,0.6559959329225852,17.506381231826524,1.1229258827328772
13818,MVPR,None,pos,2-fold,fold1,eval,S4_c,shoulder,3,,,,,1176.865692615509,0.4301664977690067,0.8194894191081835,0.3426037010159372,0.6004093206368047,3.3814342469283973,2.4513147333403547,1.3538692869446558,14.087437787631066,0.4189592994511927,0.8194894186781434,43.72966198490639,3.355983490242956
13819,MVPR,None,pos,2-fold,fold1,eval,S4_c,elbow,3,,,,,1176.865692615509,0.4886049235026132,0.9775324005843092,0.3914116065191496,0.7196147382844308,1.2656033031976,0.8519935988437436,1.4881992616057995,14.327394115212243,0.4435813180613758,0.9775290502384256,30.0239545252328,1.237804364905387
13820,MVPR,None,pos,2-fold,fold1,eval,S7_c,shoulder,3,,,,,1176.865692615509,0.3670843557159474,0.7400328464094251,0.2980518554810842,0.5440069712938933,4.959246065423667,3.6794533880364697,1.141048382745227,10.640940600454297,0.3650847222836616,0.7400273069671471,70.33880655514548,4.924458103940637
13821,MVPR,None,pos,2-fold,fold1,eval,S7_c,elbow,3,,,,,1176.865692615509,0.3247753895323437,0.7031306023456141,0.2587645699675267,0.5000706441027017,1.332514630920376,1.001370235052325,1.3634657536750847,7.971186846347966,0.3214238505102891,0.7031251177710538,22.399596708267445,1.3240960587985762
13822,MVPR,None,pos,2-fold,fold1,eval,S9_c,shoulder,3,,,,,1176.865692615509,0.4260785873624409,0.7856310892625371,0.3416699523144202,0.6158295530842641,2.888396459595561,2.2414081946450497,1.2849952086064502,5.329050973494864,0.4121889614092194,0.7856304103148021,13.322802768384664,2.6808150465392564
13823,MVPR,None,pos,2-fold,fold1,eval,S9_c,elbow,3,,,,,1176.865692615509,0.4205910213871572,0.8348441665265471,0.3462038903138017,0.6226425565234245,1.010696709398149,0.8237398846041732,1.1673166754331763,8.403589302378922,0.3679296521713309,0.8348441104538822,5.035516626029965,0.922286319410711
13824,MVPR,None,pos,2-fold,fold2,train,S03_a,shoulder,3,,,,,1504.674620628357,0.1071662903986838,0.7788648032868419,0.0787130819369989,0.5853373462631879,3.495357661600752,2.5861699825796,0.5267543404218832,4.190218571915452,0.1035742234546219,0.7788646761249056,22.99991485213575,3.4889834397740005
13825,MVPR,None,pos,2-fold,fold2,train,S03_a,elbow,3,,,,,1504.674620628357,0.1389881029247655,1.0728333486813713,0.0942360249879358,0.7261402106284787,0.8565675943666214,0.6046232583069295,0.7346832454158769,7.095125827196935,0.1359138317824836,1.0728333441916158,12.240139363447714,0.8549452690741123
13826,MVPR,None,pos,2-fold,fold2,train,S05_a,shoulder,3,,,,,1504.674620628357,0.1078380512608444,0.6722132236427786,0.0793818929013135,0.4756505519381149,2.046945359503217,1.422252083564654,0.561651777887596,4.432251761355877,0.1067633884082763,0.6722128389115116,12.58805159945199,2.046927320115865
13827,MVPR,None,pos,2-fold,fold2,train,S05_a,elbow,3,,,,,1504.674620628357,0.1936746162778181,1.2224310595701489,0.1320087839777329,0.8074510735055807,0.5933224271491284,0.4469797997359084,1.014259142443114,7.301343849177577,0.1858362437679442,1.2224308222532891,4.795417192452879,0.5870337875237067
13828,MVPR,None,pos,2-fold,fold2,train,S06_a,shoulder,3,,,,,1504.674620628357,0.1019013846199572,0.7936429390563515,0.0806946516713551,0.5855843280066981,3.3652361978136915,2.482076676426551,0.7082185788578202,4.695363611407083,0.0897510533580784,0.7936429349139857,18.686378960809677,3.3607522465459327
13829,MVPR,None,pos,2-fold,fold2,train,S06_a,elbow,3,,,,,1504.674620628357,0.1147457098047911,1.0058285904471678,0.0878804997164133,0.7223407075357414,0.888641413789506,0.6216802859016486,0.820816973820427,6.38920681823032,0.109903685171942,1.005828461946395,8.17698496724108,0.8858037731517081
13830,MVPR,None,pos,2-fold,fold2,train,S10_a,shoulder,3,,,,,1504.674620628357,0.0711245218846159,0.3853481947664435,0.0544631530714826,0.2687064732830722,0.8736516844864592,0.6361623792052906,0.4925994273060042,2.799910851729281,0.0711201107336487,0.3853478809875502,4.954108684636604,0.8735811267561474
13831,MVPR,None,pos,2-fold,fold2,train,S10_a,elbow,3,,,,,1504.674620628357,0.112890871595192,0.5437476174544507,0.0890723029229593,0.38368139517479,0.2568827338050249,0.1955796432742763,0.5882056979661507,3.493432024300458,0.1127391143090527,0.5437474529026716,1.2381042996108795,0.2568300904556807
13832,MVPR,None,pos,2-fold,fold2,train,S12_a,shoulder,3,,,,,1504.674620628357,0.1054951607299534,0.831345652770469,0.0840627520045222,0.6103008776926628,5.185724913439451,3.794718390999333,0.8378708768348637,5.640868564111066,0.0974884120208471,0.831341664772049,28.834643413842016,5.178877912364427
13833,MVPR,None,pos,2-fold,fold2,train,S12_a,elbow,3,,,,,1504.674620628357,0.1114437194964672,0.9080936328868152,0.0840482852576652,0.6460402656155132,1.3284449126406164,0.9774943702991336,0.6231230012831759,5.3646185732926455,0.1111385235560702,0.9080931567922662,8.56321486635523,1.3228179669607183
13834,MVPR,None,pos,2-fold,fold2,train,S13_c,shoulder,3,,,,,1504.674620628357,0.3366546000015696,0.8027553547797114,0.27182297790876,0.59634291720426,2.847168348714267,2.116036642485634,1.294197000456319,7.682238478800668,0.3365453076040517,0.8027552042334037,28.605368778384516,2.8427553900330103
13835,MVPR,None,pos,2-fold,fold2,train,S13_c,elbow,3,,,,,1504.674620628357,0.3377242188414002,0.846636635508367,0.2712278334745749,0.6412872379494875,1.0081139481486106,0.7793074175902509,1.1432951161774088,6.069598489419925,0.3377236502650486,0.8466365483917666,7.943315343117277,1.0016843085376257
13836,MVPR,None,pos,2-fold,fold2,train,S14_c,shoulder,3,,,,,1504.674620628357,0.3929335164896019,0.8863432241683827,0.3210073202945203,0.6835425437590602,2.255671057005637,1.731396111761047,1.2336939784823162,9.347590319153245,0.3929241806383735,0.8863421344313133,20.941314558424036,2.247703661220451
13837,MVPR,None,pos,2-fold,fold2,train,S14_c,elbow,3,,,,,1504.674620628357,0.3353486755731634,0.8249184486532376,0.2597948593601523,0.6241743028641057,0.628903541974551,0.4714437042018657,1.537237858035137,5.761703594293399,0.3353433293750451,0.82491617497467,7.1286801240249495,0.6265504363253689
13838,MVPR,None,pos,2-fold,fold2,train,S15_c,shoulder,3,,,,,1504.674620628357,0.353283358739284,0.8166952462247724,0.2932632840771965,0.6200111337883252,3.983554047524564,2.9978384870564563,1.0192153034825604,5.764563214790086,0.3532814977874538,0.8166946741514163,28.50425199523552,3.9710754882073385
13839,MVPR,None,pos,2-fold,fold2,train,S15_c,elbow,3,,,,,1504.674620628357,0.2789322215141436,0.683147755298042,0.2243090305990756,0.5169950240334136,0.9827486097643572,0.7173217752266423,0.909274189993946,7.475572114785245,0.2781258915338609,0.683147604460809,12.61554216808803,0.9822187329780392
13840,MVPR,None,pos,2-fold,fold2,train,S16_c,shoulder,3,,,,,1504.674620628357,0.2977116104662686,0.6395411329085696,0.2451244766041903,0.467945519106502,3.7963891135796177,2.917189366302565,0.8131016891964908,5.367889428384808,0.2977109702414076,0.6395411292188825,23.210825609954533,3.793590223548548
13841,MVPR,None,pos,2-fold,fold2,train,S16_c,elbow,3,,,,,1504.674620628357,0.2978439100918164,0.6521915587616589,0.2491660574365878,0.4879530718060887,1.276447355525003,0.9961478669661272,0.8022853508603567,8.376397985410033,0.2977505620548313,0.6521887960448882,12.242965061515257,1.264069667373578
13842,MVPR,None,pos,2-fold,fold2,train,S17_c,shoulder,3,,,,,1504.674620628357,0.3384059198289756,0.8954988007088587,0.2798546280603243,0.6590629646060624,4.769705540295369,3.4510834008445217,1.077459315191,7.364000151891381,0.3378226137939256,0.8954972757408044,45.93244859781394,4.7533446634533325
13843,MVPR,None,pos,2-fold,fold2,train,S17_c,elbow,3,,,,,1504.674620628357,0.270928333073268,0.776979278003983,0.2157526523360043,0.5787612623813668,1.3068810513962728,0.9601602980603012,0.8863971731705733,8.424557511765585,0.2705988138532584,0.7769771012159064,14.91913378309981,1.3062597214901606
13844,MVPR,None,pos,2-fold,fold2,train,S2_c,shoulder,3,,,,,1504.674620628357,0.3172565258218157,0.6052082723902593,0.2656193824456245,0.4413700789499047,2.646876157807441,1.912654536550229,0.9751746965315812,9.801664465640924,0.3154667858054206,0.6052061765064133,30.78106266053195,2.642433344175676
13845,MVPR,None,pos,2-fold,fold2,train,S2_c,elbow,3,,,,,1504.674620628357,0.3005233498925631,0.6376626612455061,0.248070686099961,0.4784997809460181,1.0198456580157989,0.7795996045157081,0.8080056306378073,9.33307302536992,0.2947841179223182,0.6376626345582762,18.361787681643165,1.0179890868724284
13846,MVPR,None,pos,2-fold,fold2,train,S4_c,shoulder,3,,,,,1504.674620628357,0.3784858957737898,0.8017502338923083,0.3098155436927361,0.5868585772446723,3.5172196371964537,2.460086220011192,1.0874184383747576,8.420436060167248,0.3780596461556726,0.8017492118356687,50.28307809023575,3.4969954924678075
13847,MVPR,None,pos,2-fold,fold2,train,S4_c,elbow,3,,,,,1504.674620628357,0.4345016952318165,0.9861723416165208,0.3537292418127276,0.7330709089258267,1.1576628845807544,0.8042021556381642,1.2241832057825144,11.1737369177914,0.4342098849958423,0.9861708402659976,19.821105349254715,1.154935436582475
13848,MVPR,None,pos,2-fold,fold2,train,S7_c,shoulder,3,,,,,1504.674620628357,0.3209752064549098,0.816624436410589,0.2600458509369512,0.6088852252823604,5.488248155586477,3.999548348754855,1.055929252217133,7.987092539708929,0.3208106838845125,0.8166227663331331,56.8567696069165,5.47234291927681
13849,MVPR,None,pos,2-fold,fold2,train,S7_c,elbow,3,,,,,1504.674620628357,0.2767603881274204,0.7347928672970191,0.2260123946923929,0.5463456813519487,1.372664251971779,1.0241508785082605,0.801588726459526,8.33776399851569,0.2767392226084641,0.7347915716412207,20.521779414041276,1.3714015534233912
13850,MVPR,None,pos,2-fold,fold2,train,S9_c,shoulder,3,,,,,1504.674620628357,0.3516662743174128,0.7346779216258742,0.285735435670358,0.5770841233677031,2.3347746375997778,1.8158064363396105,1.0808064212232211,4.872407118436939,0.3512177126820981,0.7346771700239614,12.88407864184894,2.315534711181491
