,model,ablation,predicted,fold,fold_id,type,subject,joint,polDegree,FNO_batch,FNO_nbMod,FNO_nbHC,FNO_maxIt,fitTime,posRMSE,velRMSE,posAAE,velAAE,tauRMSE,tauAAE,pErrMax,vErrMax,pErrStd,vErrStd,tauErrMax,tauErrStd
889,MVPR,all_but_posvel,vel,3-fold,fold3,train,S16_c,elbow,2,,,,,1.8178465366363523,,0.0053729726041694,,0.0042031910328587,,,,0.0206535454151196,,0.0053721897611521,,
890,MVPR,all_but_posvel,vel,3-fold,fold3,train,S17_c,shoulder,2,,,,,1.8178465366363523,,0.0056907943519988,,0.00461622144166,,,,0.0187262192067535,,0.0056907756662592,,
891,MVPR,all_but_posvel,vel,3-fold,fold3,train,S17_c,elbow,2,,,,,1.8178465366363523,,0.0056513142915122,,0.0044686103050783,,,,0.0197833555994289,,0.0056512247915588,,
892,MVPR,all_but_posvel,vel,3-fold,fold3,train,S1_c,shoulder,2,,,,,1.8178465366363523,,0.005647849709912,,0.0044648491736053,,,,0.022646497578631,,0.005647686262899,,
893,MVPR,all_but_posvel,vel,3-fold,fold3,train,S1_c,elbow,2,,,,,1.8178465366363523,,0.0063764875179454,,0.0050176855038264,,,,0.0272295008187647,,0.0063761662205638,,
894,MVPR,all_but_posvel,vel,3-fold,fold3,train,S3_c,shoulder,2,,,,,1.8178465366363523,,0.0062632263209107,,0.0050480844265172,,,,0.0218015179251481,,0.0062632090646297,,
895,MVPR,all_but_posvel,vel,3-fold,fold3,train,S3_c,elbow,2,,,,,1.8178465366363523,,0.0057620932699431,,0.0045217083603739,,,,0.0230747410276808,,0.0057613669219411,,
896,MVPR,all_but_posvel,vel,3-fold,fold3,train,S5_c,shoulder,2,,,,,1.8178465366363523,,0.0049796541843281,,0.0041097802636348,,,,0.0172920345478795,,0.0049796532462437,,
897,MVPR,all_but_posvel,vel,3-fold,fold3,train,S5_c,elbow,2,,,,,1.8178465366363523,,0.0053413748905813,,0.0042498608275804,,,,0.0190641260430773,,0.0053411376432068,,
898,MVPR,all_but_posvel,vel,3-fold,fold3,train,S7_c,shoulder,2,,,,,1.8178465366363523,,0.0052262535761184,,0.0042107692188512,,,,0.0174876077277934,,0.0052261629294559,,
899,MVPR,all_but_posvel,vel,3-fold,fold3,train,S7_c,elbow,2,,,,,1.8178465366363523,,0.0050584998332683,,0.003948467176169,,,,0.0198369948879771,,0.0050580839765881,,
900,MVPR,all_but_posvel,vel,3-fold,fold3,train,S9_c,shoulder,2,,,,,1.8178465366363523,,0.0059604706561664,,0.0048685622850922,,,,0.0183058667406188,,0.0059603914951035,,
901,MVPR,all_but_posvel,vel,3-fold,fold3,train,S9_c,elbow,2,,,,,1.8178465366363523,,0.005900151158503,,0.0045840723284684,,,,0.0196922497171712,,0.0058996510982143,,
902,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S01_a,shoulder,2,,,,,1.8178465366363523,,0.0031101225333595,,0.002553998992004,,,,0.013510453510707,,0.0031041265032957,,
903,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S01_a,elbow,2,,,,,1.8178465366363523,,0.0036357197376105,,0.0028395012423141,,,,0.0137979985829174,,0.0036332226791595,,
904,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S04_a,shoulder,2,,,,,1.8178465366363523,,0.0032396103695059,,0.0025204858923986,,,,0.013296531394414,,0.0032185146221518,,
905,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S04_a,elbow,2,,,,,1.8178465366363523,,0.0047693348788401,,0.0039318543319462,,,,0.0177080558198414,,0.0047668371016361,,
906,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S10_a,shoulder,2,,,,,1.8178465366363523,,0.0019376654369282,,0.0015284227603516,,,,0.0125476413973033,,0.0019248451226177,,
907,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S10_a,elbow,2,,,,,1.8178465366363523,,0.0018663458077484,,0.0014716023403603,,,,0.0086159243643975,,0.0018332353924287,,
908,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S13_c,shoulder,2,,,,,1.8178465366363523,,0.0059577293539441,,0.0047179561124499,,,,0.0198169595992787,,0.0059577062094715,,
909,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S13_c,elbow,2,,,,,1.8178465366363523,,0.0063101701585354,,0.0049745199032252,,,,0.0237272956010188,,0.0063085909925224,,
910,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S2_c,shoulder,2,,,,,1.8178465366363523,,0.0049779130192591,,0.0039115746894993,,,,0.0195672285538496,,0.0049778769454021,,
911,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S2_c,elbow,2,,,,,1.8178465366363523,,0.0055751759617095,,0.0044175922949745,,,,0.0190890905639863,,0.0055732237666881,,
912,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S4_c,shoulder,2,,,,,1.8178465366363523,,0.0065043865689642,,0.0052125529062505,,,,0.0243145986036291,,0.0065004719122525,,
913,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S4_c,elbow,2,,,,,1.8178465366363523,,0.0084501696771463,,0.006587195528895,,,,0.0356304252834216,,0.008449890433863,,
914,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S6_c,shoulder,2,,,,,1.8178465366363523,,0.0054651683357809,,0.0044423882205749,,,,0.0191248675054862,,0.0054649680192107,,
915,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S6_c,elbow,2,,,,,1.8178465366363523,,0.0045320213308012,,0.0035634611871339,,,,0.0196464757201216,,0.0045319404633599,,
916,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S8_c,shoulder,2,,,,,1.8178465366363523,,0.0066524838960064,,0.0053456339882709,,,,0.0226607474502966,,0.0066524016942989,,
917,MVPR,all_but_posvel,vel,3-fold,fold3,eval,S8_c,elbow,2,,,,,1.8178465366363523,,0.0065371990702748,,0.0052887611933582,,,,0.0237617183172769,,0.0065371305169425,,
918,MVPR,Ty,posvel,2-fold,fold1,train,S01_a,shoulder,2,,,,,3.526747941970825,0.0851179124523285,0.0025990687214798,0.0660169787348443,0.0020920435103242,0.347551623973484,0.2703305189230929,0.4863200839234357,0.0129319271408392,0.076845992234576,0.0025945572650237,1.677634403271762,0.3116978299594348
919,MVPR,Ty,posvel,2-fold,fold1,train,S01_a,elbow,2,,,,,3.526747941970825,0.0911027602124944,0.003297482649019,0.0703191362724214,0.0026226000551102,0.2684137045858979,0.2112556401748671,0.3674951214779338,0.0125456609662365,0.0909073125947704,0.0031623182774358,1.2121507077915128,0.2408535421968597
920,MVPR,Ty,posvel,2-fold,fold1,train,S02_a,shoulder,2,,,,,3.526747941970825,0.1185565378238534,0.0026856360298875,0.0980820372495784,0.002056131920355,0.4639979603657436,0.3831531023176429,0.8204051100139543,0.0143584643783788,0.0913722106041577,0.0026238421913711,3.442032049503137,0.3656930461473396
921,MVPR,Ty,posvel,2-fold,fold1,train,S02_a,elbow,2,,,,,3.526747941970825,0.100441545580886,0.0026553044979811,0.0817324590752533,0.0021427680715392,0.3469695337582955,0.2810042403120358,0.4962030009743587,0.0207620894060011,0.1000902091497063,0.0025676856330981,1.5961890244624006,0.2872457289099466
922,MVPR,Ty,posvel,2-fold,fold1,train,S04_a,shoulder,2,,,,,3.526747941970825,0.1017317998855202,0.0028505404858044,0.0791636580608325,0.0021492257207736,0.6924460483837966,0.5765543717759972,0.5473363045420668,0.0149007081200812,0.0999004987788957,0.0028503503828133,2.37533767517691,0.5274439720238502
923,MVPR,Ty,posvel,2-fold,fold1,train,S04_a,elbow,2,,,,,3.526747941970825,0.1865399218476898,0.0031847642502049,0.1472166454578622,0.002538267286453,0.6034057547267518,0.5069128979511667,0.6512363251985616,0.0139547913033598,0.1306452300980658,0.003178102547325,1.757417733650168,0.3947892707241518
924,MVPR,Ty,posvel,2-fold,fold1,train,S09_a,shoulder,2,,,,,3.526747941970825,0.1064264117030994,0.0030903927342205,0.0819778556096829,0.0024169303174177,0.6069694892210153,0.4762456134430979,0.6359360356535947,0.0173570373282693,0.1063735959375878,0.0030863962786635,3.849019929440377,0.5791202868318472
925,MVPR,Ty,posvel,2-fold,fold1,train,S09_a,elbow,2,,,,,3.526747941970825,0.1366353419495707,0.003247976247784,0.1136071997129308,0.0025304828581995,0.3623724127826795,0.2907599262124656,0.5316238470030172,0.0138515851520584,0.1289053276418018,0.0032347162439506,1.657150639181915,0.3453497711388656
926,MVPR,Ty,posvel,2-fold,fold1,train,S10_c,shoulder,2,,,,,3.526747941970825,0.3978856630391513,0.0060432085453877,0.3207605049800484,0.0049450870575499,2.4611994798526764,1.9582083689661125,1.0941529120273574,0.0198076278826607,0.3975028070615603,0.0060429377593868,7.407866542510838,2.4371633325182294
927,MVPR,Ty,posvel,2-fold,fold1,train,S10_c,elbow,2,,,,,3.526747941970825,0.3586530328812807,0.0055240383404424,0.2976389804530108,0.0043207940964257,0.6512677459970229,0.5290471909847514,1.028125210026805,0.0242033433261096,0.3586382460466969,0.0055236641575635,2.00440263717242,0.6492942090418502
928,MVPR,Ty,posvel,2-fold,fold1,train,S11_c,shoulder,2,,,,,3.526747941970825,0.3853364056906491,0.0063347674970481,0.3181636044807645,0.0052284930643808,1.9555556249239727,1.600217712935117,1.0719070498707193,0.0205560935774489,0.3852543411125183,0.0063333269974861,5.869967324371873,1.950519241402893
929,MVPR,Ty,posvel,2-fold,fold1,train,S11_c,elbow,2,,,,,3.526747941970825,0.2880017230082826,0.0054020344769388,0.2290680595855265,0.0042392952830855,0.536819180849831,0.4384773465959249,0.8817874358575375,0.0200200123106612,0.287324468416528,0.0053806066161343,1.9310446559327537,0.5332644388027993
930,MVPR,Ty,posvel,2-fold,fold1,train,S12_c,shoulder,2,,,,,3.526747941970825,0.3796927752655129,0.0056170957058817,0.3079578468675785,0.0046405498459049,2.575902086691758,2.0303198295395792,1.2563287122224596,0.0156726183784295,0.3782956891658435,0.005616447812457,8.661255540362047,2.504353005948849
931,MVPR,Ty,posvel,2-fold,fold1,train,S12_c,elbow,2,,,,,3.526747941970825,0.3568468455523708,0.0061706171006829,0.2927482313137715,0.0049411835886814,0.736985474755727,0.6028313614036926,1.0818153806817494,0.0253816511101444,0.3515589129092807,0.0061580070050392,2.4058746113252103,0.733748021985985
932,MVPR,Ty,posvel,2-fold,fold1,train,S14_a,shoulder,2,,,,,3.526747941970825,0.0893587975879796,0.0030010230159989,0.0709947355254998,0.00229347056011,0.2407904755544611,0.1890801983325904,0.4152104307342999,0.01741935536551,0.089302246751381,0.0030004652517287,1.1420237800923192,0.2403147405047223
933,MVPR,Ty,posvel,2-fold,fold1,train,S14_a,elbow,2,,,,,3.526747941970825,0.141164696239095,0.0035147268201243,0.1094363409004605,0.0025976533934598,0.1824545991195071,0.1444364346233274,0.5486632785872054,0.0219208435449963,0.1405116450729576,0.0035090162597837,0.8171527611625438,0.1805449603059246
934,MVPR,Ty,posvel,2-fold,fold1,train,S1_c,shoulder,2,,,,,3.526747941970825,0.3514534927866524,0.0052613240351951,0.2875878282470785,0.0041987642142893,2.558095284602808,2.027537559458076,1.2701742167661636,0.0231766465507152,0.3514463634659703,0.0052610387698674,10.00561173476542,2.5446525860052627
935,MVPR,Ty,posvel,2-fold,fold1,train,S1_c,elbow,2,,,,,3.526747941970825,0.2925439948594647,0.0060025545543074,0.234813875163879,0.0047302890775981,0.7688974684108973,0.6258887584012512,1.0295033684948052,0.0286845592854756,0.2918604244695291,0.0059975841637417,2.300552323939249,0.7592545346074746
936,MVPR,Ty,posvel,2-fold,fold1,train,S3_c,shoulder,2,,,,,3.526747941970825,0.3720143054052167,0.0058291349281881,0.3021106124552841,0.0047553932720851,2.296146339490242,1.83164608639735,1.1173142473250308,0.0182319571114986,0.3713382509888532,0.0058279336181101,7.532015253668131,2.284759072456991
937,MVPR,Ty,posvel,2-fold,fold1,train,S3_c,elbow,2,,,,,3.526747941970825,0.297188140699907,0.0050825702020128,0.2397662742130886,0.0040176143828011,0.8139862255809016,0.6537337794756211,0.9265852712551907,0.017058015939302,0.2885565184538858,0.0050822895712137,2.6613927930485337,0.7925686892492012
938,MVPR,Ty,posvel,2-fold,fold1,train,S5_c,shoulder,2,,,,,3.526747941970825,0.3470782009843251,0.0046643313916243,0.2806995307391469,0.0038567484764242,2.744098959259746,2.1674146977784283,1.048151241245603,0.0161964270503721,0.3464600733263112,0.0046580543311487,8.942671097490763,2.706855297642249
939,MVPR,Ty,posvel,2-fold,fold1,train,S5_c,elbow,2,,,,,3.526747941970825,0.2999320455239964,0.0050044771515918,0.2455416868826228,0.0040127403837188,0.9418248312468456,0.7669573501441309,1.1030450788845991,0.0192393422866012,0.2995981212663279,0.0049758253937367,3.140771626621895,0.940389673164126
940,MVPR,Ty,posvel,2-fold,fold1,train,S6_c,shoulder,2,,,,,3.526747941970825,0.3443576016666626,0.0050921222278805,0.2861209273437573,0.0041622795750441,2.4525576798719846,1.9865586278299532,0.996185334376122,0.0194861527707866,0.3443232834933225,0.0050920602627417,7.815627408382838,2.426945523982246
941,MVPR,Ty,posvel,2-fold,fold1,train,S6_c,elbow,2,,,,,3.526747941970825,0.2418847314519913,0.0040389472715068,0.1924555139994793,0.0031256347644445,0.7283872371683457,0.5834848095539339,0.9150782337643384,0.0164902028038154,0.2395205556063677,0.0040384616283652,3.1561385780938616,0.7275678173840079
942,MVPR,Ty,posvel,2-fold,fold1,train,S8_c,shoulder,2,,,,,3.526747941970825,0.396440752041215,0.0062060988796635,0.3288544840828345,0.0050508809894745,2.7896446237448878,2.1808421609718804,1.2345440294393613,0.0189507822328912,0.3962000661006881,0.006204880025187,10.095181026155096,2.7398739309662155
943,MVPR,Ty,posvel,2-fold,fold1,train,S8_c,elbow,2,,,,,3.526747941970825,0.3139804418789652,0.0058080738750942,0.257485341688165,0.0046970860041966,0.8868777582152441,0.7089944462830219,1.0087979646958858,0.0227840330955422,0.3130909815210911,0.0058080401846394,3.513646091820238,0.8864218803272909
944,MVPR,Ty,posvel,2-fold,fold1,eval,S03_a,shoulder,2,,,,,3.526747941970825,0.2430341533296919,0.0040188767657272,0.2065999802349057,0.0033182478675085,1.1993935837410097,0.9433532497095796,0.5988741394683381,0.015953440997821,0.1447021601952116,0.0040068180330039,3.919982030097191,0.9232436538181786
945,MVPR,Ty,posvel,2-fold,fold1,eval,S03_a,elbow,2,,,,,3.526747941970825,0.3204613764768522,0.0058047958038166,0.262231232417197,0.0046844075676326,0.3609226362166862,0.2931263667919038,0.8230319976047252,0.0186781869122065,0.1862235926217319,0.0057939215319588,1.121634515200319,0.3132581952772436
946,MVPR,Ty,posvel,2-fold,fold1,eval,S05_a,shoulder,2,,,,,3.526747941970825,0.4224883099569916,0.0026586468593973,0.4071072843455313,0.0020899377731409,0.6839679943412342,0.5601409172235842,0.9327407071046678,0.0120172276051621,0.1129603075558923,0.0024802957802683,2.1207997284360456,0.6803760445041501
947,MVPR,Ty,posvel,2-fold,fold1,eval,S05_a,elbow,2,,,,,3.526747941970825,0.7060684215068965,0.0060037135343374,0.6867957030923204,0.0052034348316073,0.7763809360371696,0.7028892770390873,1.361370924130347,0.0206882817044564,0.1638422352849403,0.0059991402000733,1.815482838013348,0.3349893645569987
948,MVPR,Ty,posvel,2-fold,fold1,eval,S06_a,shoulder,2,,,,,3.526747941970825,0.1025319922614327,0.0023569672211677,0.0838467566195409,0.0018548204206028,0.383172798239269,0.3030615350456603,0.6153670543708916,0.0144081438971327,0.0735508269043093,0.0023441279130304,2.051033940803788,0.3493621834868106
949,MVPR,Ty,posvel,2-fold,fold1,eval,S06_a,elbow,2,,,,,3.526747941970825,0.1301651253578296,0.0029691246876865,0.1069257853084399,0.0024113326622374,0.2870025012875514,0.2296364038414899,0.4106810982991862,0.0142481709228409,0.1060247445605512,0.0027907990278885,1.827099834121978,0.2869551844036491
950,MVPR,Ty,posvel,2-fold,fold1,eval,S10_a,shoulder,2,,,,,3.526747941970825,0.20769921257215,0.0030940700203315,0.1889946432336598,0.0026648119007593,0.8795286101671211,0.7722972519265887,0.5016247392600082,0.0101125477942488,0.0953132903729238,0.0018023505510991,1.8979679377868168,0.434382672665402
951,MVPR,Ty,posvel,2-fold,fold1,eval,S10_a,elbow,2,,,,,3.526747941970825,0.1399369196008998,0.0031366651130015,0.1153187693901808,0.0025824636082105,0.3513676647232875,0.2939047368418172,0.4337521289540923,0.0114388570513009,0.1374352729667581,0.0024277538878667,0.8612511657642495,0.2071766750264495
952,MVPR,Ty,posvel,2-fold,fold1,eval,S12_a,shoulder,2,,,,,3.526747941970825,0.1159148202624417,0.0026287916816687,0.0893085150909038,0.0020402694551653,0.9193110195280528,0.7773394386768632,0.5411863392244172,0.0165177143091684,0.1105856840413867,0.0026048851355812,4.10293516796551,0.5712679551111473
953,MVPR,Ty,posvel,2-fold,fold1,eval,S12_a,elbow,2,,,,,3.526747941970825,0.1784378463699549,0.0029410873854903,0.153541792457287,0.0022803953175627,0.7031014650861073,0.6096090219787614,0.5697044384111332,0.0194688771773516,0.1075962476637859,0.0029345957601281,1.8846932886165024,0.4084105644006389
954,MVPR,Ty,posvel,2-fold,fold1,eval,S13_c,shoulder,2,,,,,3.526747941970825,0.4523760927037445,0.0058219213297119,0.3827664020546086,0.0046809515627891,2.4913402378520684,2.1307437491071104,1.0697817512743963,0.0191171751036642,0.3654842879405613,0.0057146196620652,5.918280205656132,2.065308149762662
955,MVPR,Ty,posvel,2-fold,fold1,eval,S13_c,elbow,2,,,,,3.526747941970825,0.3559075131440577,0.005996154286045,0.2867661455573846,0.0047529142729051,0.9874038757248036,0.7486525161086334,1.1000853111188138,0.0223506409938076,0.3539104734555297,0.0059449360254018,3.248901665772261,0.8274102104729428
956,MVPR,Ty,posvel,2-fold,fold1,eval,S14_c,shoulder,2,,,,,3.526747941970825,0.6115288684922565,0.0066588911824577,0.5231920903835202,0.005456022516038,2.524289131363413,2.1963170390854283,1.283790603679499,0.0240801576710151,0.4105466105601409,0.0064331405320797,5.286100658446134,1.6773500284753189
957,MVPR,Ty,posvel,2-fold,fold1,eval,S14_c,elbow,2,,,,,3.526747941970825,0.3990289794576466,0.0072942781660589,0.3289482422923653,0.0058518630828953,0.606086600229122,0.4547367725627923,1.2138297104080769,0.0272252084862954,0.3503441065661715,0.006349015541679,1.973914696418524,0.472508771099381
958,MVPR,Ty,posvel,2-fold,fold1,eval,S15_c,shoulder,2,,,,,3.526747941970825,0.3817385205791711,0.0057511717929422,0.315672410397739,0.0048754122117546,2.7559394480479598,2.237910288364841,1.294416035034022,0.0184660304520339,0.3817152769972405,0.0057511009806301,9.681024256235498,2.750844115451213
959,MVPR,Ty,posvel,2-fold,fold1,eval,S15_c,elbow,2,,,,,3.526747941970825,0.3234682426578067,0.0054296239854915,0.2599608416445784,0.0044027672878103,0.8178362563104002,0.6347903041068435,1.0571369879751296,0.023167601995406,0.3186984537418012,0.0052644473828143,3.1553764070766697,0.7952350699570985
960,MVPR,Ty,posvel,2-fold,fold1,eval,S16_c,shoulder,2,,,,,3.526747941970825,0.3236602420915314,0.0042084835695446,0.2635205264202936,0.0033255259964216,2.8262638793468176,2.2939884338962147,1.130807426561714,0.0199305178981319,0.3235126045229376,0.0042042235096906,9.123127076057363,2.8255120564244125
961,MVPR,Ty,posvel,2-fold,fold1,eval,S16_c,elbow,2,,,,,3.526747941970825,0.3224154268880982,0.0050354310733407,0.2686906781714023,0.0039379761920853,1.1844923925043165,0.9324493836386372,0.7908372516045197,0.0192407321014612,0.3148421419072056,0.0049990188006964,3.511754767757143,1.1477489484053638
962,MVPR,Ty,posvel,2-fold,fold1,eval,S17_c,shoulder,2,,,,,3.526747941970825,0.3980954253216419,0.0056252327695595,0.3210745042502163,0.0046813976866943,3.104943563559031,2.447669389997845,1.4370774987909274,0.0166912325090075,0.3748961970553234,0.0054934447568999,11.251167070801394,2.954880186122337
963,MVPR,Ty,posvel,2-fold,fold1,eval,S17_c,elbow,2,,,,,3.526747941970825,0.3483901547501429,0.0054023318984538,0.279573705993834,0.0043164698606434,1.0534712722779818,0.8182262764246604,1.0714174607303444,0.0194941458736835,0.3114072566343026,0.0051467769282017,3.8030757894899394,1.0432530653468932
964,MVPR,Ty,posvel,2-fold,fold1,eval,S2_c,shoulder,2,,,,,3.526747941970825,0.3617387172574657,0.0046832045769367,0.2947994630166314,0.0037499698102606,2.069475472380537,1.6210793466928848,1.1722680971780577,0.0168985738576775,0.3612237017373877,0.0045225763085952,7.23003128488285,2.0650866848803617
965,MVPR,Ty,posvel,2-fold,fold1,eval,S2_c,elbow,2,,,,,3.526747941970825,0.3136358795393507,0.0050609978831168,0.2567916316262665,0.0039400818400803,0.9426523708829372,0.7436295858050302,0.9006233273458475,0.0193255701217458,0.309418884478971,0.0050550342183147,2.9698687262370798,0.9270818320874934
966,MVPR,Ty,posvel,2-fold,fold1,eval,S4_c,shoulder,2,,,,,3.526747941970825,0.435593125070093,0.0066092004754979,0.3478062769393203,0.0052056207662322,2.5482519064096647,1.976281714478919,1.4118373116816263,0.0246468088123785,0.4145267318762461,0.0062116021855796,8.269036377675114,2.4247441269707752
967,MVPR,Ty,posvel,2-fold,fold1,eval,S4_c,elbow,2,,,,,3.526747941970825,0.4602471173281079,0.0087515764216996,0.3722743287524697,0.0068811348752563,0.9067269905665,0.7205738141333738,1.3735955583873234,0.0394607372386691,0.4404883566433192,0.0086921138143308,3.224130727366428,0.9039580366468212
968,MVPR,Ty,posvel,2-fold,fold1,eval,S7_c,shoulder,2,,,,,3.526747941970825,0.3641633701308128,0.0051071944244228,0.2997273777302731,0.0041376460332253,3.543812494900052,2.898259140360849,0.9447916551351908,0.0162239250509954,0.363084001699192,0.0050954297340438,10.498802425082047,3.543631467925615
969,MVPR,Ty,posvel,2-fold,fold1,eval,S7_c,elbow,2,,,,,3.526747941970825,0.2960252303611789,0.004964593060424,0.2409895942091054,0.0038578305854451,1.0929184733386086,0.8590910009057078,0.8255891760326555,0.0219557064234238,0.2922612500948183,0.0048543110158462,3.5762271713196765,1.045979563455406
970,MVPR,Ty,posvel,2-fold,fold1,eval,S9_c,shoulder,2,,,,,3.526747941970825,0.3782190619128922,0.005750463222044,0.3113380180711506,0.0047745615570466,1.927493861699163,1.5289873268858845,0.9635034461348868,0.0177666336385895,0.3774459868044028,0.0057427212484375,5.967849282273453,1.9005859988469829
971,MVPR,Ty,posvel,2-fold,fold1,eval,S9_c,elbow,2,,,,,3.526747941970825,0.3885929590919251,0.0054602520381192,0.3202895041150824,0.0042584590699396,0.6623413495962126,0.558678365762767,0.8412741252824748,0.01789671365475,0.3466637787430544,0.0054306816091944,2.199732268830068,0.6523242416619983
972,MVPR,Ty,posvel,2-fold,fold2,train,S03_a,shoulder,2,,,,,5.830944299697876,0.1687049614205021,0.0032053900688358,0.1395255232825734,0.0025279719387343,0.8627620457654961,0.6860162435264004,0.4781527990354028,0.0166948024927779,0.1482976783936168,0.0031991139466165,2.849757182290286,0.7089845729031611
973,MVPR,Ty,posvel,2-fold,fold2,train,S03_a,elbow,2,,,,,5.830944299697876,0.227082735918137,0.0039029790961399,0.1579079970164238,0.0030446415255244,0.3766491404982778,0.3041870550345075,0.8237888919409456,0.0162895609930329,0.1978085673691494,0.0038925683295617,1.3837036175712742,0.3666733502556746
974,MVPR,Ty,posvel,2-fold,fold2,train,S05_a,shoulder,2,,,,,5.830944299697876,0.1312643268114896,0.0023960243653171,0.0990259800264903,0.0018731735672904,0.4021956087845991,0.3204796678443903,0.5479069670476984,0.0117087519499989,0.1232162944750037,0.0023849001514706,1.59447085532516,0.4016041951059546
975,MVPR,Ty,posvel,2-fold,fold2,train,S05_a,elbow,2,,,,,5.830944299697876,0.2644943597703185,0.0031517073407847,0.1892320531911312,0.0023821842781938,0.4263136454097611,0.3386419079548943,1.0845196475460106,0.0156496629256388,0.2299082743280819,0.0031014922838634,1.3545936095899531,0.3658197293904567
976,MVPR,Ty,posvel,2-fold,fold2,train,S06_a,shoulder,2,,,,,5.830944299697876,0.1416391235044855,0.0023814281027217,0.1223493981121656,0.0018319559258913,0.5342402370385587,0.4425188869273844,0.6816699576112437,0.0180030460407635,0.0884543260875687,0.0023729604046017,1.855706230926899,0.3879367325989836
977,MVPR,Ty,posvel,2-fold,fold2,train,S06_a,elbow,2,,,,,5.830944299697876,0.1575450975052995,0.0026319242876555,0.129218281961317,0.0021092573609212,0.3187367988624594,0.2586136603082622,0.5589605789592789,0.0116407346060221,0.1292532779868905,0.0026302691458738,1.7016042800902975,0.3124547885716945
978,MVPR,Ty,posvel,2-fold,fold2,train,S10_a,shoulder,2,,,,,5.830944299697876,0.0795070150590247,0.0016537376175267,0.0619934719737562,0.0012878914017842,0.2142613311988419,0.1744494368701644,0.3128484149192846,0.0087202771421431,0.079033763521972,0.0016418790726803,1.0862721716983654,0.2120946310729536
979,MVPR,Ty,posvel,2-fold,fold2,train,S10_a,elbow,2,,,,,5.830944299697876,0.135803364902642,0.0019846046433114,0.1111491110324682,0.0015689398510447,0.1850088313947822,0.1537378644998798,0.4635663420245715,0.0096434886507351,0.1358032242859368,0.001982726357735,0.6383478790352607,0.1842338525393643
980,MVPR,Ty,posvel,2-fold,fold2,train,S12_a,shoulder,2,,,,,5.830944299697876,0.1501199473936153,0.0027636714744736,0.1262774153812411,0.0021980850003912,0.8975733286385997,0.758649074606245,0.4254169096150905,0.0155274832711288,0.092148870354976,0.0027155499825948,4.333302025440279,0.5396782579630415
981,MVPR,Ty,posvel,2-fold,fold2,train,S12_a,elbow,2,,,,,5.830944299697876,0.1441359139917886,0.003202367345637,0.1090744091852159,0.0025749736313006,0.5745875903863218,0.4730648924542363,0.7679618487442263,0.0191178722117533,0.1439378336411217,0.0030388136809084,2.345792464607761,0.4466105206219302
982,MVPR,Ty,posvel,2-fold,fold2,train,S13_c,shoulder,2,,,,,5.830944299697876,0.3565833580230916,0.0056101925969602,0.2910877320753356,0.0044814207901137,1.985197520996912,1.579856375264401,1.0257208657410144,0.0195738800562069,0.355104067963619,0.0056073174057584,6.378049396277116,1.9838456640441573
983,MVPR,Ty,posvel,2-fold,fold2,train,S13_c,elbow,2,,,,,5.830944299697876,0.3550419162598042,0.0059407559339773,0.2858098856330183,0.0046880233398128,0.8259114803048212,0.6577461694613531,1.0848977408602272,0.0221841347618874,0.3546379071140166,0.0059385594436866,2.8886623593731278,0.8159760604725219
984,MVPR,Ty,posvel,2-fold,fold2,train,S14_c,shoulder,2,,,,,5.830944299697876,0.4099256490633851,0.0063440844634761,0.3355187105341088,0.0053389440456004,1.6829695343533655,1.3478021476217157,1.2478070145154578,0.0217907925225135,0.4098716437060669,0.0063428694932829,5.791857672870336,1.6689853200043028
985,MVPR,Ty,posvel,2-fold,fold2,train,S14_c,elbow,2,,,,,5.830944299697876,0.3485590537535232,0.0063383362696145,0.2708966027806762,0.004855972556073,0.4825488254384231,0.3784545834903532,1.335616261684728,0.0255714525747767,0.3481596966648211,0.0063382762589424,1.5560172618855592,0.4774099738111649
986,MVPR,Ty,posvel,2-fold,fold2,train,S15_c,shoulder,2,,,,,5.830944299697876,0.3689066553067505,0.0056886030568182,0.3093046867610537,0.0048218086219492,2.6706042213646395,2.1762969009508817,0.9850556759584376,0.0177743576549312,0.3686683987627877,0.0056826994336268,8.253732998807315,2.625115633817915
987,MVPR,Ty,posvel,2-fold,fold2,train,S15_c,elbow,2,,,,,5.830944299697876,0.2945073377935194,0.0052535994256082,0.2389770095412524,0.0042416650996821,0.7317773764585385,0.5915579770969771,0.8640672170692958,0.0238048296385276,0.2922713274651241,0.0052390022980129,2.66799317279233,0.731711648548259
