,model,ablation,predicted,fold,fold_id,type,dataType,subject,joint,polDegree,FNO_shuff,FNO_batch,FNO_nbMod,FNO_nbHC,FNO_maxIt,fitTime,posRMSE,velRMSE,posAAE,velAAE,tauRMSE,tauAAE,pErrMax,vErrMax,pErrStd,vErrStd,tauErrMax,tauErrStd
5443,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S12_a,elbow,,,,,,,0.0328166484832763,0.1563507773271336,0.0033078400524457,0.1237859638223668,0.00265498084674,0.2409488598934084,0.1914930450097665,0.530976933448448,0.0211830078942089,0.127112219310627,0.0032484777681837,1.0182603107099568,0.2259139846081436
5444,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S14_a,shoulder,,,,,,,0.0328166484832763,0.0723432849544332,0.003469293215251,0.0571798444435609,0.0026548215988401,0.1960647248236514,0.1564101606391642,0.2745115480917043,0.0205566786737516,0.0723337086320798,0.0032751015438343,0.8278489051327851,0.1914839907793145
5445,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S14_a,elbow,,,,,,,0.0328166484832763,0.1195776436315826,0.0045716535050681,0.0951297126203292,0.0034407420168152,0.1320465441513604,0.1082154463920581,0.5253276605119241,0.0238640542376217,0.1132336855386419,0.0043413351757649,0.4677143261800305,0.1174033708786383
5446,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S15_c,shoulder,,,,,,,0.0328166484832763,0.5816069718625595,0.0095797762781403,0.4432844670747777,0.0075103744378838,4.32787869912152,3.2376891033454287,3.291642236945912,0.0374059241916269,0.5589381214908657,0.0094602078271827,19.349283877998097,4.21761659206193
5447,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S15_c,elbow,,,,,,,0.0328166484832763,0.485922202495721,0.0126507361985246,0.3940960001735837,0.0089276325906113,1.0966307407486269,0.8428851516924267,1.5505545782000605,0.060373199021833,0.4683542541122456,0.0120122946530828,3.55722496731649,1.0965401624833206
5448,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S17_c,shoulder,,,,,,,0.0328166484832763,0.7253451663741162,0.0104342796299038,0.5118023400136771,0.0078652033824308,5.828590873084445,4.119490434108865,3.108712652078258,0.041609430596351,0.6900964524064237,0.0102923852050182,22.354190514406348,5.656878613686839
5449,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S17_c,elbow,,,,,,,0.0328166484832763,0.5916811994854705,0.0150255605731138,0.4786532036235739,0.0105224535496945,1.4931903738907726,1.162079842840375,2.0346502182389945,0.0692207004177826,0.5175002013899623,0.0142510066631844,5.551046021305583,1.47435163866227
5450,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S1_c,shoulder,,,,,,,0.0328166484832763,0.5857427002018765,0.0081835072037876,0.4738822627560846,0.00637370275812,4.450192648780917,3.5311439913583094,2.591957251112622,0.042190668520249,0.5333434294867526,0.0080749429957729,18.70307939346901,4.205687225365738
5451,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S1_c,elbow,,,,,,,0.0328166484832763,0.4806807593816367,0.01062510296253,0.37869967859373,0.0079219987620518,1.0781656185730113,0.8521992063531192,2.0392128282029467,0.0625120178208452,0.4154200513799548,0.0101095052956834,3.384876054406071,1.0781343957329252
5452,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S7_c,shoulder,,,,,,,0.0328166484832763,0.4557932731757515,0.0066271931988334,0.3663028198740198,0.0052847876305133,4.482587483889933,3.57664838308778,1.3706793901447298,0.0216906133360288,0.4554407721665812,0.0065512181209854,13.940798100577805,4.477223656511857
5453,MVLR,forces,posvel,3-fold,fold1,eval,ASSIST,S7_c,elbow,,,,,,,0.0328166484832763,0.4305785464531425,0.0082252492643718,0.3534417061231229,0.006274022681216,1.4611489391814347,1.1715413782117985,1.6036379180464475,0.037298918707335,0.4276160349615375,0.0077689318335921,4.761032606887775,1.4529341808131542
5454,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S01_a,shoulder,,,,,,,0.0304667949676513,0.0954747070115868,0.002458825022607,0.0834688260923268,0.0019603422203812,0.3686192136467107,0.2504767077229439,0.4799931767934946,0.0136416913056621,0.0497182475104855,0.0024585353261649,4.009353062954059,0.2874767804095961
5455,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S01_a,elbow,,,,,,,0.0304667949676513,0.0915578155570836,0.0023640731982396,0.076462746530773,0.0018605546028258,0.1294600212813136,0.1064964636986121,0.2707036569651613,0.0176543281480619,0.0628825043083211,0.0023637490911075,0.5598864830837638,0.1221135481742208
5456,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S03_a,shoulder,,,,,,,0.0304667949676513,0.1163347488060703,0.0032360437769994,0.0947163624198046,0.002532623337984,0.6129771341666189,0.4816063439033005,0.3764940499770502,0.0158509060719035,0.0744845192076436,0.0032344218178782,2.030396809119557,0.4589447772152534
5457,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S03_a,elbow,,,,,,,0.0304667949676513,0.1670382972530192,0.0047226111569328,0.1247541052094806,0.0038011484910068,0.2248428772168972,0.1781780307615771,0.5705976815157743,0.0189880691333438,0.1219304675410394,0.0047137286465192,0.914971787416563,0.2148103908954383
5458,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S04_a,shoulder,,,,,,,0.0304667949676513,0.0729247661768495,0.0029743730745716,0.0564021424329856,0.0022866244952194,0.3205004536604944,0.2443616395816971,0.3689637225174279,0.0151399637141206,0.0651013553230146,0.0029686224109436,1.5964593391494546,0.3159952631622541
5459,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S04_a,elbow,,,,,,,0.0304667949676513,0.1105048412713262,0.0031242876998946,0.0880988559745234,0.0025039054224698,0.1948670706342658,0.1541796209548638,0.3754832579307359,0.0154993082196882,0.0918038922917518,0.0031142435594717,0.6875840820802681,0.1735383108493766
5460,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S06_a,shoulder,,,,,,,0.0304667949676513,0.0871220989629684,0.0023192723623222,0.0726592292911499,0.0018196456575933,0.2517101686529783,0.1602646135727507,0.2797537642582864,0.0142738797091675,0.0517725177111351,0.0023065234343169,1.7592388378482768,0.2510433889977174
5461,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S06_a,elbow,,,,,,,0.0304667949676513,0.1631152770354668,0.0028893304031035,0.142809280602593,0.002343816563636,0.2342507186091124,0.1999172102435995,0.4524755247867875,0.0108126895894305,0.0828502598345331,0.0028593707004802,0.5486485553048893,0.141086101532197
5462,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S10_a,shoulder,,,,,,,0.0304667949676513,0.0734303969136432,0.0015062690837,0.0578466352428319,0.0011620809404306,0.1449726342401164,0.1099465435039336,0.2676987778696776,0.010876564912175,0.0723589047283894,0.0015055843209159,0.7659428653215123,0.1448595071598351
5463,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S10_a,elbow,,,,,,,0.0304667949676513,0.1299253979654204,0.0017459460565309,0.104680774792597,0.0013757099069489,0.1399224461755788,0.1150941136129257,0.4045070077801899,0.0083277339407925,0.1287495244622086,0.0017432013676133,0.4169244227488061,0.1395629110856961
5464,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S10_c,shoulder,,,,,,,0.0304667949676513,0.494449939058051,0.007766997627492,0.4033910574495634,0.0061336458912785,3.1078857598615515,2.50181537510501,1.5007213683007914,0.030020943140118,0.4898528228112932,0.0076871150339855,8.688955351883255,2.9997384127499496
5465,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S10_c,elbow,,,,,,,0.0304667949676513,0.4786299304692754,0.0110532642370012,0.3876788046238943,0.008683379196612,0.977227498109367,0.7763236742509569,1.4830465522051983,0.0522844763936349,0.45499116265811,0.0101106370500953,3.222022980512136,0.9069255847133816
5466,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S11_c,shoulder,,,,,,,0.0304667949676513,0.4888324102770559,0.0082935133695858,0.3976906902964823,0.0065117495311565,2.5870490513046698,2.080746565520735,1.4548338279188804,0.0373733995473706,0.4857637181827875,0.0081538681430444,8.072482531231323,2.5458465007191644
5467,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S11_c,elbow,,,,,,,0.0304667949676513,0.5862786401881636,0.0114003219426943,0.4958776982735314,0.0086561594192333,0.957997989737846,0.7815099617390477,1.5507388323698783,0.0533921724429775,0.3619119533772914,0.0110181342872174,2.770715891275479,0.7546104001692099
5468,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S12_a,shoulder,,,,,,,0.0304667949676513,0.1039903718286772,0.0026807433262045,0.0808166583733455,0.0021006840846341,0.4347553802333093,0.3130246570174028,0.3507498319848779,0.0176800711817687,0.0977562518690104,0.0026191350755901,1.9387202836736976,0.418160004880806
5469,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S12_a,elbow,,,,,,,0.0304667949676513,0.1301259198173886,0.0032666855294262,0.1022080622418256,0.0026253084186042,0.2012520885138281,0.1637264622320625,0.4620211448776776,0.0223829089544162,0.1189185236228784,0.0032526443251036,0.6555833781773576,0.1935786440807362
5470,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S13_c,shoulder,,,,,,,0.0304667949676513,0.642690306352894,0.0106738004560512,0.50734026937674,0.0076186205952259,3.485217268758744,2.6731399041148483,2.8811742852087847,0.0462343312097955,0.5243885439687568,0.0102678161833471,15.733263915948832,3.3359932128344503
5471,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S13_c,elbow,,,,,,,0.0304667949676513,0.8052700051429565,0.0154646377266564,0.7022950670682566,0.0107034272927229,1.3250635913350934,1.0908987139308175,1.9977033732362133,0.0861008827871986,0.4668297210288673,0.0147376697650225,3.6015678578112347,1.1867590775058752
5472,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S14_a,shoulder,,,,,,,0.0304667949676513,0.0710867191078496,0.0030938460859703,0.0569290544637078,0.0023723723145282,0.1793752705242609,0.132480084103804,0.2568265663955068,0.0189839189414469,0.0700553191927325,0.0030882997137173,0.8159565270105098,0.1752468260036481
5473,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S14_a,elbow,,,,,,,0.0304667949676513,0.1023811561137055,0.0040111832297423,0.0805519709916958,0.0029707530219186,0.0924352534523644,0.0745908637093516,0.4006971809247903,0.0226704773851044,0.1016612395517806,0.004004433414932,0.3711275086243286,0.0924334257824405
5474,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S15_c,shoulder,,,,,,,0.0304667949676513,0.5086077128128428,0.009654174435143,0.4014895651041953,0.0074725294490872,3.73569068994229,2.853620329498572,2.339984276162137,0.0405397582686382,0.4907399108363952,0.0094402745185249,17.657687273109666,3.71582761744344
5475,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S15_c,elbow,,,,,,,0.0304667949676513,0.5264785339669443,0.0128623728095225,0.419297931543701,0.009161186698488,1.1007838488837378,0.8611064856515419,1.5517158883738371,0.065257658061618,0.4453721223085027,0.0118543235463388,3.381585990572245,1.058828716464019
5476,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S17_c,shoulder,,,,,,,0.0304667949676513,0.553052260319036,0.0111701407622222,0.4176681838500425,0.008163938371246,4.531097595703551,3.39058197656576,1.9977937452759271,0.0470162332927108,0.5277773531538429,0.0108214518691397,18.53947315641799,4.48335191063236
5477,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S17_c,elbow,,,,,,,0.0304667949676513,0.545100484013656,0.0172778766445225,0.4441043972848727,0.012010355529888,1.411967466048096,1.1280418386887603,1.5521334829341666,0.0792198519634714,0.431101225309968,0.0150274274072166,4.742213687930148,1.3537534947010157
5478,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S1_c,shoulder,,,,,,,0.0304667949676513,0.5375918273654566,0.00835548519989,0.4407817358548119,0.0064808241760258,3.9294396604041295,3.1562152555960727,1.8303804896965543,0.0453006650333452,0.5166029158603521,0.0082904759413588,14.951065995867156,3.881937341259624
5479,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S1_c,elbow,,,,,,,0.0304667949676513,0.4934324308555277,0.0110287905437047,0.3977497312551194,0.0082803579473396,1.0569172420061257,0.8427229730255765,1.6042828482230824,0.0648987342622368,0.4100719917868935,0.0105877769669354,3.284526282505176,1.024709127652629
5480,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S2_c,shoulder,,,,,,,0.0304667949676513,0.5366872956941335,0.0068438292439787,0.436956538947232,0.005378783279746,3.0786058237120395,2.401729482308168,1.891849024382358,0.0271945477616961,0.4724029714824856,0.0066913373133896,12.93708184756257,3.020836284333665
5481,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S2_c,elbow,,,,,,,0.0304667949676513,0.6434797481544801,0.0092372448344157,0.5425689016203641,0.0072612596191309,1.2714823557981418,1.0497325116325722,1.710638820097904,0.0436816050691364,0.4099072691380974,0.0087717048749251,3.639849653772481,1.1570879797784388
5482,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S4_c,shoulder,,,,,,,0.0304667949676513,0.5237650839481142,0.0072863868871567,0.4207585986380741,0.0058795343593478,3.02944696990976,2.3968114492227257,1.603216913329892,0.0247733485907159,0.4918263007841211,0.0072846135315908,9.521757160834536,2.8348046061129266
5483,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S4_c,elbow,,,,,,,0.0304667949676513,0.4619281648969928,0.0094712570770208,0.3773121027327171,0.0074747684175462,1.0831311299306696,0.8796565832834237,1.4295032100942742,0.0348897594510657,0.4601128501191284,0.0094048722889578,3.2312863694577416,1.0485267734283323
5484,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S6_c,shoulder,,,,,,,0.0304667949676513,0.5181097921990985,0.0081217932774707,0.423355773297798,0.0064230657094214,3.651180422201644,2.963115037264516,2.04855550863865,0.0457503877252363,0.5119877278290166,0.0081157360132892,14.823136275598966,3.651144959841712
5485,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S6_c,elbow,,,,,,,0.0304667949676513,0.5122336201911383,0.0111863105535089,0.408937687034228,0.0085932809233626,1.1389805137253617,0.9089257951733798,1.7762361913312148,0.0719993587644822,0.3960183245258535,0.0100188659581845,3.3467323817478967,1.0446920491409035
5486,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S7_c,shoulder,,,,,,,0.0304667949676513,0.433890391656426,0.0065007779008447,0.3498309533807625,0.0051754311669276,4.361209934070081,3.417229142389444,1.264891994855318,0.0222619201744981,0.4321881606895406,0.0064544310589327,14.029694027557808,4.354391306812902
5487,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S7_c,elbow,,,,,,,0.0304667949676513,0.3888509612952396,0.0087206128421346,0.3195389892820838,0.0067028753592508,1.4244215689532542,1.1551465277066764,1.171498224241371,0.0393688348547988,0.3535070882510819,0.00830081215361,4.406364878170469,1.381709314509339
5488,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S8_c,shoulder,,,,,,,0.0304667949676513,0.5823525548003108,0.0090144812433632,0.4751798228037324,0.0069403068280547,4.062337693366904,3.1859642989907218,1.7085256032955118,0.0426191927251231,0.5246382861896005,0.0089034786738316,13.038480269788458,4.0559354092169135
5489,MVLR,forces,posvel,3-fold,fold2,train,ASSIST,S8_c,elbow,,,,,,,0.0304667949676513,0.7987657452575876,0.0115354648239838,0.6938484187391639,0.0088422602238662,1.6927589639635612,1.357330606377099,2.1464564659086545,0.0570255129552452,0.4262454789337681,0.0110951061459986,5.208954890369613,1.3087829395965092
5490,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S02_a,shoulder,,,,,,,0.0304667949676513,0.2458554050665575,0.0025815928571002,0.2356524835027514,0.0019955163061838,0.6465454714923814,0.506577518714357,0.4594644865524986,0.0151970418823815,0.0700928301995395,0.0025769856622213,2.3009978675205667,0.4188253210522596
5491,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S02_a,elbow,,,,,,,0.0304667949676513,0.2991339773547163,0.0035791911565104,0.2716279771894484,0.0031400651149161,0.2464494789763597,0.2074511066191754,0.6884977148393454,0.0141236717795401,0.1255948843646102,0.003578812374602,0.6690373424245423,0.2274995506436235
5492,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S05_a,shoulder,,,,,,,0.0304667949676513,0.169023973113652,0.0019619566778257,0.1481725673758984,0.0015555747077306,0.3347723160347616,0.233474876487038,0.4708767629082708,0.0085310862292724,0.0845010275401896,0.0019126871578052,1.573353672287595,0.3111391078742064
5493,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S05_a,elbow,,,,,,,0.0304667949676513,0.2742322590777403,0.0037850286972198,0.2407707233456816,0.0028730854228333,0.3196598735903715,0.249298148069632,0.881137775640916,0.0148867873315493,0.1316679759662638,0.0037437554385862,1.1698152162764752,0.2092111606261672
5494,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S09_a,shoulder,,,,,,,0.0304667949676513,0.1437118555291123,0.0037809256189448,0.1294949408663382,0.002965494176498,1.0597534461837563,0.9750176921726358,0.3933857825781598,0.0255614448698974,0.063385402946575,0.0037680085563706,2.489079062158071,0.4160711672850799
5495,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S09_a,elbow,,,,,,,0.0304667949676513,0.117951898948977,0.0041153271009391,0.0951104128141527,0.0032619001610053,0.5504554148849755,0.5074544265133882,0.4141766299081206,0.0169775174333667,0.1055936036797456,0.0041084434758436,1.2273513987222875,0.2168068607793006
5496,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S12_c,shoulder,,,,,,,0.0304667949676513,0.5145554270921187,0.0088108910480715,0.4091789560622063,0.0067297710077844,3.48617126548134,2.7103824195684285,1.8002511440319444,0.0377825856490302,0.4866618505849381,0.0085124598205781,12.955810202231437,3.474283353218096
5497,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S12_c,elbow,,,,,,,0.0304667949676513,0.6128384978838618,0.0132434350534907,0.5199514634402908,0.0096759521309068,1.1504553298543108,0.9409925645542178,1.8449784164774543,0.0621147680873855,0.4187357771642913,0.0127047203646916,3.522501233896981,1.0239339004261732
5498,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S14_c,shoulder,,,,,,,0.0304667949676513,0.6437894832629069,0.0092431231684551,0.5329169805902458,0.0074307994961204,2.5532997358186837,2.0420336822268155,1.8524116942843776,0.0309039696766491,0.5069761045080509,0.0089428179370005,7.857881564455984,2.3664490932287534
5499,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S14_c,elbow,,,,,,,0.0304667949676513,0.7949635177216086,0.0133293249155369,0.7004368017986287,0.0098659101827502,0.815425754630145,0.6577189665062547,1.756676729762816,0.0553631949797256,0.4310133408547545,0.0123977480237791,2.286919353283378,0.7170149955771354
5500,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S16_c,shoulder,,,,,,,0.0304667949676513,0.5355109338890527,0.0087264145769734,0.4279900961513599,0.0063138775778487,4.497016285084245,3.5065049501842758,1.9851587381985287,0.0431532690068274,0.470051481838678,0.0080594107508717,19.507810754994747,4.36510556147091
5501,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S16_c,elbow,,,,,,,0.0304667949676513,0.6501179984470477,0.0140964630804441,0.540440070570762,0.0101197364610635,1.6026481747242896,1.300802881585173,2.051136083908407,0.0639156664951297,0.4219292281476722,0.0132412101237134,4.577646843815244,1.488420966749894
5502,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S3_c,shoulder,,,,,,,0.0304667949676513,0.5178500557680052,0.0079255086481991,0.4219083240315194,0.0063294905572505,3.2475817202716444,2.5342752989988555,1.4033137283754666,0.0261241476170377,0.488947861529229,0.007839614294774,9.396333575391129,3.2352716890279467
5503,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S3_c,elbow,,,,,,,0.0304667949676513,0.5353769561497853,0.0091357028320106,0.4360853459246478,0.0072704153037439,1.1506270407504562,0.9409344134102556,1.613337148927584,0.0331854478576292,0.3640255827578976,0.0088405916318165,3.6545613608168,1.0599151000662732
5504,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S5_c,shoulder,,,,,,,0.0304667949676513,0.4899296885125111,0.0069901337904777,0.3886231701283182,0.0053584468495292,3.79780753428381,2.9601067409950224,1.9125077517198967,0.0324559215717727,0.4570046981083229,0.006894344060576,15.09245607641347,3.785285910299725
5505,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S5_c,elbow,,,,,,,0.0304667949676513,0.6164223867353875,0.010889877208551,0.5117125029700353,0.0086223257195059,1.4525371072657212,1.1605609069345637,1.891466380201212,0.0501353788523943,0.409608998574437,0.0101729415037119,4.359160435740785,1.2801991014319776
5506,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S9_c,shoulder,,,,,,,0.0304667949676513,0.5277066592426326,0.0086503326513176,0.4187318332172558,0.0066496248678434,2.5979835685059283,2.01932532048971,1.7640605734941666,0.033309033047278,0.4635905282941996,0.008518953147789,8.95667200105867,2.579512575080249
5507,MVLR,forces,posvel,3-fold,fold2,eval,ASSIST,S9_c,elbow,,,,,,,0.0304667949676513,0.8153233793875507,0.0114224551686636,0.7033149652985858,0.0085443550448279,1.111424963091001,0.9179241298792504,2.162227924234816,0.056252087155009,0.4448188197705032,0.010553011817099,3.219050260413727,0.8884071967098041
5508,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S02_a,shoulder,,,,,,,0.0349411964416503,0.1676114088406589,0.0026951443216855,0.1513229875590248,0.002098168791126,0.3134509664346272,0.2410185603891413,0.4465754312827473,0.0155586525234126,0.0765921272904981,0.0026950038882061,2.384314199731836,0.2560303233245694
5509,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S02_a,elbow,,,,,,,0.0349411964416503,0.2358540834015589,0.0036974206904242,0.2027664627081412,0.0031960778383127,0.2819551416458019,0.2351180959665955,0.6270068979297041,0.0131777954925959,0.1293012168655212,0.0036858330129425,0.7981199758758504,0.2500663490523523
5510,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S03_a,shoulder,,,,,,,0.0349411964416503,0.1083005474123841,0.0031645188033859,0.0833407575033593,0.0024889127459054,0.5157583715683967,0.3784414458046573,0.4834849067940989,0.0157237696677385,0.1024320513263692,0.0031571675097155,2.4157356554039504,0.4998497377592931
5511,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S03_a,elbow,,,,,,,0.0349411964416503,0.1825644405723181,0.0046918695545446,0.13660254313491,0.0038223400693309,0.2768398961684854,0.2174823456173623,0.7384914997662848,0.0190541988248353,0.1543709521008886,0.004691778600505,1.0400548813299435,0.2185620165765015
5512,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S05_a,shoulder,,,,,,,0.0349411964416503,0.1601759700253334,0.0019648911253264,0.1350231526663589,0.0015188753948861,0.4532956399523362,0.3403343908744933,0.5057370662818506,0.0087134187880978,0.1131717577134213,0.0019628221294734,1.905286766938175,0.3798560035679375
5513,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S05_a,elbow,,,,,,,0.0349411964416503,0.192558326729443,0.0034261075070965,0.1521286630722501,0.0025577935197769,0.1955445640564311,0.148817810844173,0.8436008015619074,0.0147567217970407,0.1530215671155132,0.0034229350930613,0.8866863653259699,0.1953482505423309
5514,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S06_a,shoulder,,,,,,,0.0349411964416503,0.0869083856649092,0.0024268907093363,0.0683640357266072,0.0019142675221898,0.3323157532433505,0.2434287103602682,0.4340853172667702,0.013496669630528,0.0771703119618551,0.0024243383907293,2.8220679559819857,0.3222263051654028
5515,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S06_a,elbow,,,,,,,0.0349411964416503,0.112666299212513,0.0030624924213452,0.0886275540984707,0.0024574946444693,0.1578081627347044,0.1344123219328014,0.5502154494881026,0.0113056915562683,0.1009476063446966,0.0030294791827282,0.4343315215617521,0.1562400050725869
5516,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S09_a,shoulder,,,,,,,0.0349411964416503,0.1131375717341788,0.0033858723566101,0.0869355212705115,0.002619465426228,0.6300749212392311,0.4748276811781206,0.4683774592044098,0.0261240121267062,0.0967362509695262,0.0033814722465475,2.390072600101411,0.4765573895217577
5517,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S09_a,elbow,,,,,,,0.0349411964416503,0.1575705377659831,0.0035593293675802,0.1220480398696668,0.0027885088261434,0.239833828373753,0.1975505572634738,0.715870961834695,0.0160991810447612,0.1557371317349383,0.0035592097180807,0.8103733158171196,0.2192687372852219
5518,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S10_c,shoulder,,,,,,,0.0349411964416503,0.7066437964705569,0.0080891622166352,0.563631086984797,0.0064312308204048,3.404415767994616,2.67384659503414,1.994771928616026,0.0324456490223103,0.5869021710054123,0.0080886949645222,9.318323767862672,2.9484720317934405
5519,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S10_c,elbow,,,,,,,0.0349411964416503,0.5945960054483006,0.0104780021579767,0.4696282073181888,0.0080895302274184,0.9634473896657214,0.7623307223499509,2.107659130048589,0.0536566282456609,0.560555156696489,0.0099915227520425,3.237282527563869,0.9071702994327968
5520,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S11_c,shoulder,,,,,,,0.0349411964416503,0.6080198383116892,0.0087343380488646,0.4809214524383955,0.0068080333987359,2.9420852479445925,2.345234785158349,2.657418928238434,0.0393280699517147,0.5924522805074662,0.008565392222935,10.208864723810596,2.9389724804082222
5521,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S11_c,elbow,,,,,,,0.0349411964416503,0.7868816413524664,0.0122280115640356,0.6689685100023027,0.0088585412269389,1.0649376354171596,0.880298098608939,2.6102911641754085,0.0608107075088752,0.4645149408519555,0.0115292077130399,2.95464088037669,0.7649049775415707
5522,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S12_a,shoulder,,,,,,,0.0349411964416503,0.135093987748064,0.0027911137002393,0.1044417492903378,0.0021998166154198,0.5998135442315432,0.4349603070010779,0.5092433013436641,0.019006953927268,0.1080089145791267,0.0027013647683764,3.386473415096092,0.4618768513453108
5523,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S12_a,elbow,,,,,,,0.0349411964416503,0.1447827735419999,0.0035200631784759,0.1141904123921613,0.0028524373263282,0.2239593479801703,0.1759827860354843,0.6096868339358102,0.0212962250431071,0.1340552771206275,0.0034843900442305,0.6898697870918831,0.205737612825644
5524,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S12_c,shoulder,,,,,,,0.0349411964416503,0.6391211400228085,0.0093933978476654,0.48195619572115,0.0071293316335368,4.2484628396129285,3.167197443207445,2.7363652839218284,0.0398093775242832,0.6058611180567957,0.0090354714166306,18.35274102789902,4.178658307009656
5525,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S12_c,elbow,,,,,,,0.0349411964416503,0.6688108703551044,0.0150354967145156,0.5320438154329843,0.0104881588846559,1.0918729406319672,0.8842360366623522,2.7623158225588766,0.073884400175196,0.5095133068193668,0.0140431717265528,3.444177309891701,1.010796202999011
5526,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S14_a,shoulder,,,,,,,0.0349411964416503,0.0758402988164054,0.0031429475126207,0.0600954365543155,0.0024311216596712,0.1715528012396282,0.1299940941475901,0.2883289062068438,0.0188049742426963,0.0752365826120423,0.003141489715372,0.7589274078892401,0.171506608809096
5527,MVLR,forces,posvel,3-fold,fold3,train,ASSIST,S14_a,elbow,,,,,,,0.0349411964416503,0.1185052664310586,0.0040773504768753,0.0935641574213933,0.003077736282248,0.1056890351372175,0.0858251860108269,0.4933425850192119,0.0223057071723056,0.1177807118161912,0.0040742803578907,0.4071597487821174,0.1054840888291696
